sample_id,Genomic Instability,Telomere Attrition,Epigenetic Alterations,Loss of Proteostasis,Deregulated Nutrient Sensing,Mitochondrial Dysfunction,Cellular Senescence,Stem Cell Exhaustion,Altered Intercellular Communication
S0015,-0.016666666666666687,0.14579999999999996,-0.0028000000000000112,0.03933333333333337,-0.06706666666666666,0.02775,-0.027199999999999988,-0.009333333333333315,-0.08813333333333333
S0016,-0.09533333333333331,-0.07519999999999999,0.0454666666666667,-0.012399999999999977,0.05106666666666672,0.045,-0.005066666666666663,-0.011333333333333315,-0.03853333333333336
S0017,-0.06344444444444446,0.06660000000000002,-0.0031999999999999884,-0.042,0.058266666666666654,0.00625,-0.03,-0.003066666666666663,0.07293333333333328
S0018,-0.07933333333333331,-0.035,0.05160000000000002,0.023333333333333373,0.02066666666666663,0.049625,-0.04560000000000002,-0.01973333333333335,-0.03
S0019,-0.08211111111111108,-0.0802,0.031866666666666675,-0.08853333333333337,0.04626666666666665,0.14475,-0.02773333333333335,-0.02226666666666665,0.04920000000000004
S0020,-0.028111111111111087,-0.015399999999999978,0.0056000000000000225,0.053200000000000046,-0.12626666666666664,-0.03625,0.0325333333333333,0.023200000000000047,0.034799999999999956
S0021,0.04422222222222217,0.010200000000000046,0.02693333333333328,0.028799999999999954,-0.052399999999999974,-0.060875,0.03760000000000002,0.004800000000000012,-0.0009333333333333371
S0022,-0.017666666666666685,-0.06919999999999998,-0.003600000000000023,-0.06626666666666665,-0.02893333333333334,0.106375,0.014666666666666628,0.021466666666666696,-0.028666666666666684
S0023,0.10277777777777783,0.04360000000000002,-0.09213333333333333,-0.015066666666666662,0.017200000000000045,0.0605,-0.011066666666666662,-0.007066666666666663,-0.07186666666666668
S0024,-0.08022222222222222,-0.016800000000000013,-0.05839999999999998,-0.042,-0.034266666666666654,0.094125,0.033600000000000026,0.0054666666666666405,0.10106666666666672
S0025,-0.006555555555555543,0.009800000000000012,0.08520000000000004,0.02466666666666663,-0.048666666666666684,-0.126125,-0.00853333333333336,0.05160000000000002,0.051200000000000044
S0026,0.06688888888888891,0.008399999999999977,0.035200000000000044,-0.0016000000000000228,0.025866666666666673,-0.0975,0.0029333333333333373,0.010266666666666651,-0.00453333333333336
S0027,0.03922222222222217,0.05360000000000002,0.06360000000000002,0.047600000000000024,-0.09373333333333335,-0.0975,0.06760000000000002,0.04120000000000004,-0.06906666666666667
S0028,-0.078,-0.05139999999999998,-0.008800000000000011,-0.03080000000000001,0.06373333333333335,0.058375,-0.10213333333333333,-0.026133333333333324,0.08279999999999996
S0029,-0.048666666666666684,-0.07780000000000001,0.056799999999999955,-0.006,0.015466666666666696,0.0905,-0.05266666666666669,-0.03719999999999999,0.055866666666666676
S0030,0.04511111111111109,-0.10560000000000003,-0.028,-0.01853333333333336,-0.017066666666666664,-0.00625,0.023200000000000047,-0.05093333333333334,0.11306666666666672
S0031,0.034222222222222175,-0.086,-0.02053333333333336,-0.010266666666666651,0.013600000000000024,-0.070875,-0.021866666666666673,-0.01346666666666664,0.11213333333333332
S0032,0.01777777777777783,0.024799999999999954,0.0026666666666666857,-0.026,0.027066666666666718,0.0965,-0.03613333333333332,-0.04413333333333332,-0.12026666666666665
S0033,0.072,-0.03080000000000001,0.0037333333333333485,0.031066666666666718,-0.132,-0.1185,0.0465333333333333,-0.013733333333333349,0.11893333333333328
S0034,0.009,0.019200000000000047,-0.02280000000000001,-0.02053333333333336,-0.06653333333333336,-0.063125,0.047866666666666675,0.061866666666666674,0.08586666666666667
S0035,0.04944444444444446,0.05139999999999998,0.0405333333333333,0.0054666666666666405,-0.017333333333333315,-0.087875,0.01973333333333335,0.004,0.011200000000000045
S0036,-0.07833333333333331,0.06279999999999995,-0.03933333333333332,0.006800000000000012,0.05786666666666668,0.03525,-0.030666666666666686,0.027866666666666675,0.0934666666666667
S0037,0.00011111111111108584,0.022,0.036,0.05493333333333328,-0.066,-0.066125,0.004133333333333326,-0.01,-0.007333333333333314
S0038,0.0044444444444444575,0.030799999999999956,-0.026,0.09893333333333328,-0.07639999999999998,-0.025125,0.03706666666666672,0.03,-0.031600000000000024
S0039,-0.0004444444444444571,-0.03919999999999999,-0.01693333333333334,-0.01,0.096,0.041125,-0.06760000000000002,-0.042,0.012533333333333303
S0040,-0.004555555555555543,-0.08880000000000002,0.054133333333333325,-0.008666666666666685,-0.05106666666666666,-0.00125,0.07186666666666668,-0.02546666666666664,0.06693333333333328
S0041,-0.09266666666666669,-0.041600000000000026,-0.06360000000000002,0.004666666666666685,-0.014666666666666685,0.1375,-0.00919999999999999,0.008399999999999977,0.07493333333333328
S0042,0.04188888888888891,-0.05,0.0058666666666666745,-0.08946666666666664,0.003066666666666663,-0.034,-0.05773333333333335,0.027333333333333373,0.09106666666666673
S0043,0.06444444444444446,-0.07,0.012,0.05360000000000002,0.021866666666666673,-0.12725,0.07306666666666672,-0.031199999999999988,-0.00853333333333336
S0044,-0.049,-0.07239999999999998,-0.07013333333333333,0.004399999999999977,0.10426666666666665,0.04325,-0.009066666666666662,-0.045866666666666674,0.01893333333333328
S0045,0.05688888888888891,-0.03180000000000001,0.013866666666666675,-0.016666666666666687,-0.04746666666666664,-0.023375,0.04039999999999998,0.03239999999999998,-0.02239999999999998
S0046,-0.1,0.031,0.0545333333333333,0.004133333333333326,-0.04039999999999998,0.029125,-0.032133333333333326,0.031866666666666675,-0.007866666666666675
S0047,0.07622222222222218,-0.03680000000000001,-0.05106666666666666,0.0054666666666666405,-0.028800000000000013,-0.122125,0.03226666666666665,0.04039999999999998,0.10733333333333338
S0048,0.06166666666666663,0.060200000000000045,0.0009333333333333371,0.0022666666666666517,-0.07826666666666665,-0.06575,0.057466666666666694,0.0009333333333333371,0.016
S0049,0.047,-0.01780000000000001,0.07986666666666667,0.009066666666666662,-0.08386666666666667,-0.106125,-0.013333333333333315,0.010799999999999954,0.068
S0050,0.06188888888888892,0.020399999999999977,0.03293333333333328,0.002,-0.02253333333333336,-0.054625,-0.04319999999999999,0.03893333333333328,-0.0051999999999999885
S0051,-0.004222222222222229,0.031,-0.029066666666666664,-0.013600000000000024,-0.08573333333333334,-0.02375,0.01333333333333337,0.048799999999999955,0.062
S0052,0.03222222222222217,0.052399999999999974,0.012533333333333303,0.0016000000000000228,-0.034666666666666686,-0.08575,-0.0037333333333333485,-0.007733333333333348,0.04213333333333333
S0053,-0.023222222222222227,0.07920000000000005,0.004399999999999977,0.060666666666666626,0.009866666666666675,-0.0335,0.027866666666666675,-0.004,-0.084
S0054,-0.022111111111111085,0.008800000000000011,0.00013333333333332575,0.023866666666666675,0.017200000000000045,-0.029625,-0.01453333333333336,-0.02626666666666665,0.009600000000000023
S0055,-0.04133333333333331,0.057600000000000026,-0.04319999999999999,-0.014,0.06093333333333328,0.00275,-0.13293333333333335,-0.03373333333333335,0.118
S0056,-0.012,0.04360000000000002,0.0674666666666667,-0.078,-0.03146666666666664,0.010875,0.002,0.06853333333333331,-0.07506666666666666
S0057,0.01533333333333337,0.07560000000000003,0.078,0.0734666666666667,-0.007066666666666663,-0.051625,-0.055600000000000024,-0.049600000000000026,-0.10613333333333333
S0058,0.04066666666666663,-0.04560000000000002,0.04720000000000005,0.047866666666666675,-0.046933333333333334,-0.071625,-0.031866666666666675,-0.0054666666666666405,-0.019333333333333313
S0059,0.08977777777777783,0.043200000000000044,0.08213333333333332,-0.00253333333333336,-0.07919999999999999,-0.14,0.03773333333333335,0.06826666666666666,-0.03546666666666664
S0060,0.048,0.04220000000000004,0.024133333333333326,-0.030133333333333324,-0.1318666666666667,0.00775,0.046133333333333325,0.038399999999999976,0.012533333333333303
S0061,-0.06466666666666669,-0.019,-0.018133333333333324,0.024799999999999954,0.011200000000000045,-0.00925,-0.10919999999999999,0.05893333333333328,0.04173333333333335
S0062,0.09188888888888891,0.058,-0.01253333333333336,-0.03,-0.08639999999999998,-0.136,0.017733333333333347,-0.0021333333333333256,0.10560000000000003
S0063,0.016888888888888915,0.005399999999999977,0.00946666666666664,0.0010666666666666628,0.03493333333333328,0.074375,-0.03439999999999998,-0.04573333333333335,-0.12186666666666668
S0064,0.06744444444444446,-0.011399999999999978,0.01573333333333335,0.0394666666666667,-0.06733333333333331,0.037,0.0021333333333333256,0.041600000000000026,-0.10773333333333335
S0065,-0.004666666666666685,0.023399999999999976,0.030799999999999956,0.014133333333333326,-0.09346666666666664,-0.08025,0.034266666666666654,0.03066666666666663,0.06479999999999995
S0066,-0.017,-0.05319999999999999,0.030133333333333324,0.010399999999999977,0.08279999999999996,0.131875,-0.06760000000000002,-0.051333333333333314,-0.11213333333333332
S0067,0.053666666666666626,0.07379999999999995,0.017600000000000022,-0.039866666666666675,0.010133333333333326,0.026875,0.035466666666666695,-0.05546666666666664,-0.053066666666666665
S0068,-0.10166666666666668,-0.011600000000000023,-0.0026666666666666857,0.007866666666666675,0.09639999999999997,0.047875,0.00853333333333336,-0.03680000000000001,-0.007466666666666641
S0069,0.08877777777777783,-0.0011999999999999886,-0.04880000000000001,-0.06119999999999999,-0.060800000000000014,-0.04825,0.004800000000000012,0.0445333333333333,0.04813333333333333
S0070,-0.04944444444444446,0.0056000000000000225,-0.052800000000000014,-0.00653333333333336,0.03293333333333328,0.081625,-0.008399999999999977,-0.027066666666666662,0.051466666666666695
S0071,-0.022333333333333313,-0.04239999999999998,0.01906666666666672,-0.0005333333333333598,-0.0017333333333333484,-0.0625,-0.01693333333333334,-0.012,0.10239999999999998
S0072,0.033,0.034,0.010133333333333326,-0.015333333333333315,-0.04733333333333332,0.086875,0.016133333333333326,-0.006266666666666651,-0.082
S0073,0.058111111111111086,0.12339999999999998,0.022,0.040799999999999954,-0.12493333333333334,-0.06125,0.042,0.06760000000000002,-0.07893333333333334
S0074,-0.06866666666666668,-0.027600000000000024,0.08586666666666667,-0.010399999999999977,0.04679999999999995,0.08125,0.0017333333333333484,-0.011066666666666662,-0.06360000000000002
S0075,0.06444444444444446,0.08579999999999996,-0.03146666666666664,-0.029866666666666673,-0.07746666666666664,-0.000125,0.058,0.014133333333333326,0.029200000000000045
S0076,-0.030333333333333313,-0.02,0.00853333333333336,-0.04706666666666666,0.11693333333333328,0.078,0.02,-0.017866666666666673,-0.04560000000000002
S0077,0.014888888888888913,-0.09819999999999998,0.028,0.023333333333333373,-0.04080000000000001,-0.120125,0.04239999999999998,0.014399999999999977,0.11426666666666666
S0078,-0.025333333333333315,-0.03519999999999999,0.02066666666666663,-0.04319999999999999,0.06439999999999997,0.08125,-0.01146666666666664,0.033066666666666716,-0.118
S0079,-0.059111111111111087,-0.016600000000000024,0.06426666666666665,0.05039999999999998,-0.061066666666666665,0.011125,-0.029066666666666664,0.038,-0.04360000000000002
S0080,-0.0013333333333333144,-0.008800000000000011,0.0374666666666667,0.04479999999999996,0.040799999999999954,-0.023125,0.012666666666666628,0.0016000000000000228,-0.08
S0081,-0.030333333333333313,0.03779999999999995,0.005333333333333314,0.0634666666666667,-0.07253333333333337,-0.0795,0.030799999999999956,0.06679999999999996,0.08666666666666663
S0082,-0.04611111111111109,-0.040600000000000025,-0.026133333333333324,0.03760000000000002,0.026533333333333305,0.098375,-0.066,-0.017600000000000022,-0.01880000000000001
S0083,-0.10333333333333332,-0.06739999999999997,-0.011733333333333349,0.026133333333333324,0.07973333333333335,-0.02925,-0.06626666666666665,-0.005066666666666663,0.08653333333333331
S0084,0.050111111111111085,-0.05060000000000002,0.03773333333333335,0.005733333333333348,0.0654666666666667,-0.052,-0.024133333333333326,-0.03680000000000001,0.0005333333333333598
S0085,0.0032222222222222287,0.057600000000000026,-0.012666666666666685,0.00013333333333332575,0.03239999999999998,0.083,-0.013199999999999988,0.00453333333333336,-0.118
S0086,-0.004555555555555543,-0.01780000000000001,-0.022,0.024133333333333326,0.07133333333333337,0.07625,-0.06160000000000002,-0.04480000000000001,-0.056666666666666685
S0087,-0.018444444444444458,0.010600000000000023,0.018133333333333324,-0.02453333333333336,0.025866666666666673,0.01375,0.058266666666666654,0.016133333333333326,-0.10946666666666664
S0088,0.023222222222222172,0.11079999999999995,0.06479999999999995,0.0031999999999999884,-0.07960000000000002,-0.007375,0.01,0.054399999999999976,-0.06373333333333335
S0089,0.026888888888888914,0.03239999999999998,0.014133333333333326,0.025466666666666696,-0.04773333333333335,-0.05875,0.016533333333333303,-0.021733333333333348,0.058533333333333305
S0090,0.005111111111111086,-0.004399999999999977,0.08426666666666666,0.047866666666666675,-0.0028000000000000112,-0.033375,-0.07986666666666667,-0.01839999999999998,-0.07280000000000002
S0091,-0.07555555555555554,0.034799999999999956,-0.0071999999999999885,-0.014933333333333337,0.06320000000000005,-0.011375,0.008666666666666685,-0.015600000000000024,0.04
S0092,-0.0003333333333333144,-0.026199999999999987,0.046,-0.024,-0.06146666666666664,-0.07125,-0.0031999999999999884,0.03866666666666663,0.11039999999999997
S0093,0.06366666666666664,0.019,0.016,0.021600000000000022,-0.09226666666666665,-0.134875,0.06786666666666667,0.05013333333333333,0.04360000000000002
S0094,-0.017555555555555543,-0.072,0.012,0.019200000000000047,-0.014133333333333326,-0.07475,-0.036399999999999974,0.06,0.12520000000000003
S0095,-0.021444444444444457,0.002600000000000023,-0.03866666666666668,0.06693333333333328,-0.12373333333333335,-0.02925,0.07106666666666672,-0.019600000000000024,0.09733333333333337
S0096,-0.017333333333333315,0.015600000000000024,-0.07986666666666667,0.0525333333333333,0.06439999999999997,-0.1095,-0.01746666666666664,-0.04973333333333335,0.07093333333333328
S0097,0.09877777777777783,-0.02580000000000001,0.0011999999999999886,-0.011066666666666662,-0.028133333333333326,-0.126,0.03879999999999995,0.027866666666666675,0.023600000000000024
S0098,-0.016555555555555542,-0.04419999999999999,-0.032,0.05479999999999995,0.06493333333333327,-0.0145,0.00253333333333336,-0.12719999999999998,0.037200000000000046
S0099,-0.07011111111111108,0.09320000000000005,0.0029333333333333373,-0.020399999999999977,-0.046399999999999976,0.1015,0.00919999999999999,0.0029333333333333373,-0.025866666666666673
S0100,-0.05777777777777777,-0.05680000000000001,0.02026666666666665,0.052399999999999974,-0.07573333333333335,0.076625,-0.017733333333333347,0.06826666666666666,-0.058666666666666686
S0101,-0.010888888888888915,-0.07739999999999998,-0.0031999999999999884,0.038133333333333325,-0.10786666666666668,-0.005625,-0.03146666666666664,0.006266666666666651,0.06026666666666665
S0102,0.06677777777777782,0.11479999999999996,0.01306666666666672,0.011200000000000045,-0.062,-0.042375,0.024399999999999977,0.04120000000000004,-0.09853333333333336
S0103,-0.034666666666666686,0.12760000000000002,0.024799999999999954,-0.010933333333333337,-0.066,0.06775,-0.018933333333333337,0.07626666666666665,-0.13106666666666666
S0104,0.014555555555555542,-0.029399999999999978,-0.010133333333333326,0.0614666666666667,-0.07866666666666669,-0.113875,0.006133333333333326,0.026133333333333324,0.12720000000000004
S0105,-0.04466666666666669,-0.04339999999999998,0.09506666666666672,0.09839999999999997,-0.09093333333333334,0.000375,-0.00653333333333336,0.003066666666666663,-0.07493333333333334
S0106,0.031222222222222172,-0.09680000000000001,0.007733333333333348,0.056533333333333304,0.03733333333333337,0.05925,-0.0037333333333333485,-0.0006666666666666856,-0.13026666666666664
S0107,0.038,0.033799999999999955,-0.007866666666666675,-0.05853333333333336,-0.034666666666666686,0.035,0.035466666666666695,0.06893333333333328,-0.011866666666666675
S0108,-0.04944444444444446,0.013,-0.07226666666666665,0.01666666666666663,0.059466666666666695,0.041,-0.0002666666666666515,-0.017333333333333315,0.08479999999999996
S0109,-0.038,-0.017,-0.025600000000000022,0.024399999999999977,0.09586666666666667,0.0325,-0.03933333333333332,-0.07,-0.008133333333333326
S0110,-0.054444444444444455,-0.0738,0.01106666666666672,0.05626666666666665,-0.012933333333333337,0.1025,-0.018933333333333337,0.01506666666666672,-0.08453333333333336
S0111,0.030888888888888914,-0.045800000000000014,-0.01946666666666664,-0.055199999999999985,0.028399999999999977,0.035,0.022799999999999956,0.04026666666666665,-0.025600000000000022
S0112,0.006111111111111086,-0.019199999999999988,-0.04466666666666669,-0.03546666666666664,0.09573333333333335,0.122,0.004,0.030399999999999976,-0.17239999999999997
S0113,-0.016,-0.001,-0.00253333333333336,-0.0005333333333333598,-0.02026666666666665,-0.010125,0.035466666666666695,0.030399999999999976,0.0334666666666667
S0114,-0.010333333333333314,-0.045399999999999975,-0.00919999999999999,0.021600000000000022,-0.029066666666666664,0.014625,0.021200000000000045,0.0014666666666666402,0.01693333333333328
S0115,0.043111111111111086,-0.0008000000000000114,0.027200000000000047,-0.023333333333333314,-0.08893333333333334,-0.0985,0.018799999999999956,0.05626666666666665,0.07053333333333331
S0116,0.029555555555555543,0.023600000000000024,0.0017333333333333484,0.015200000000000045,-0.06946666666666663,-0.13225,0.0525333333333333,-0.01719999999999999,0.1304
S0117,-0.037888888888888916,-0.102,-0.03413333333333333,-0.011066666666666662,0.041333333333333375,0.048625,-0.04466666666666669,-0.0022666666666666517,0.02906666666666672
S0118,-0.045333333333333316,-0.032199999999999986,-0.028266666666666652,-0.00346666666666664,0.025466666666666696,-0.01025,0.06426666666666665,0.024133333333333326,0.07373333333333335
S0119,0.086,0.022200000000000046,0.043466666666666695,-0.07906666666666666,-0.02946666666666664,-0.093875,0.05693333333333328,0.04813333333333333,0.056533333333333304
S0120,0.056111111111111084,-0.05980000000000001,0.010399999999999977,-0.04239999999999998,0.004133333333333326,0.078,0.05626666666666665,-0.011066666666666662,-0.023066666666666662
S0121,-0.006333333333333314,0.09860000000000002,0.02306666666666672,0.029733333333333348,0.01306666666666672,-0.045625,-0.04239999999999998,-0.04293333333333334,-0.014666666666666685
S0122,0.025888888888888913,0.045,0.11493333333333328,-0.023866666666666675,-0.013333333333333315,-0.013375,-0.0021333333333333256,0.0414666666666667,-0.11853333333333337
S0123,0.02755555555555554,-0.0006000000000000227,0.029466666666666697,-0.09239999999999998,0.032,-0.03475,0.07160000000000002,0.03826666666666665,-0.04853333333333336
S0124,-0.08866666666666669,0.07360000000000003,-0.0016000000000000228,0.02133333333333337,-0.012133333333333326,0.08075,-0.00253333333333336,0.013466666666666696,0.0525333333333333
S0125,0.08544444444444446,0.061200000000000046,0.029466666666666697,-0.01146666666666664,-0.12239999999999998,-0.093625,0.055866666666666676,0.03826666666666665,-0.01853333333333336
S0126,-0.07322222222222223,-0.044,0.006933333333333337,0.01,0.03826666666666665,0.034125,-0.07519999999999999,-0.07426666666666665,0.11839999999999998
S0127,0.031111111111111086,0.027600000000000024,0.029866666666666673,-0.020133333333333326,-0.054933333333333334,-0.018625,-0.015866666666666675,0.02373333333333335,0.059200000000000044
S0128,-0.008888888888888915,0.0031999999999999884,0.05573333333333335,-0.0010666666666666628,0.02026666666666665,0.088875,-0.056933333333333336,-0.04306666666666666,-0.12213333333333333
S0129,0.08622222222222217,0.10179999999999996,-0.054399999999999976,-0.020133333333333326,-0.11093333333333334,-0.021625,0.09786666666666667,0.03666666666666663,0.012399999999999977
S0130,-0.002444444444444457,-0.06719999999999998,-0.016,-0.024399999999999977,0.04533333333333337,0.106375,0.06493333333333327,0.0013333333333333144,-0.05719999999999999
S0131,0.01133333333333337,0.051,0.01306666666666672,0.02306666666666672,-0.06466666666666669,-0.042125,0.027200000000000047,0.03266666666666663,-0.07653333333333336
S0132,0.07488888888888891,-0.009600000000000023,0.012933333333333281,0.004933333333333337,-0.012399999999999977,-0.098875,0.0054666666666666405,0.0058666666666666745,-0.028800000000000013
S0133,-0.096,0.004800000000000012,-0.03786666666666667,0.011200000000000045,0.034799999999999956,0.105375,-0.02946666666666664,-0.02453333333333336,0.0002666666666666515
S0134,-0.04933333333333331,-0.010199999999999989,0.046133333333333325,0.04413333333333332,0.04826666666666665,-0.03775,-0.04919999999999999,-0.006666666666666685,-0.032666666666666684
S0135,-0.018888888888888913,-0.060800000000000014,0.021866666666666673,-0.07839999999999998,0.068,-0.018875,0.03760000000000002,-0.0018666666666666742,0.020399999999999977
S0136,-0.011888888888888914,-0.002600000000000023,-0.017066666666666664,0.03613333333333332,0.05226666666666665,0.0035,-0.04493333333333334,-0.04253333333333336,-0.03026666666666665
S0137,-0.020555555555555542,0.039,0.04066666666666663,-0.014800000000000011,0.01133333333333337,0.064,0.0058666666666666745,0.011733333333333349,-0.08760000000000003
S0138,0.026888888888888914,-0.019399999999999976,-0.01853333333333336,-0.011600000000000023,-0.02239999999999998,0.0495,-0.03239999999999998,0.04920000000000004,-0.08586666666666667
S0139,0.021111111111111087,-0.012800000000000011,0.00946666666666664,-0.053333333333333316,-0.09519999999999999,-0.019625,0.0725333333333333,0.05013333333333333,0.06133333333333337
S0140,-0.05311111111111109,-0.106,-0.015333333333333315,0.00919999999999999,0.08666666666666663,0.027375,0.025866666666666673,-0.04413333333333332,0.02493333333333328
S0141,-0.057111111111111085,0.03660000000000002,-0.04493333333333334,-0.005733333333333348,-0.03,0.086375,0.012,0.058533333333333305,0.026799999999999956
S0142,0.04877777777777783,0.04460000000000002,-0.013866666666666675,-0.025333333333333315,-0.05626666666666665,-0.126875,0.038133333333333325,0.029466666666666697,0.0905333333333333
S0143,-0.08844444444444445,-0.03,0.06413333333333332,-0.017333333333333315,0.056,0.1125,-0.014800000000000011,-0.04293333333333334,-0.07586666666666668
S0144,0.02433333333333337,0.048,-0.03026666666666665,-0.06226666666666665,0.0954666666666667,0.088,-0.025866666666666673,-0.0008000000000000114,-0.06893333333333333
S0145,-0.071,-0.028800000000000013,-0.013600000000000024,-0.013600000000000024,0.07093333333333328,0.103,-0.01146666666666664,-0.034266666666666654,-0.02146666666666664
S0146,-0.024555555555555542,0.031,-0.02146666666666664,-0.004933333333333337,0.027066666666666718,-0.047125,-0.04480000000000001,-0.0037333333333333485,0.09360000000000002
S0147,-0.044222222222222225,0.017799999999999955,0.05626666666666665,0.03706666666666672,0.03506666666666672,0.078,-0.04986666666666668,0.004800000000000012,-0.14546666666666663
S0148,0.030777777777777827,0.053399999999999975,-0.016,-0.008,0.020133333333333326,0.068,-0.0028000000000000112,0.01973333333333335,-0.10306666666666667
S0149,-0.011222222222222229,-0.07339999999999998,0.008933333333333337,0.03293333333333328,0.04893333333333328,-0.04425,-0.04453333333333336,-0.066,0.039866666666666675
S0150,0.01422222222222217,0.044,0.008133333333333326,-0.055199999999999985,-0.046933333333333334,-0.023875,0.0485333333333333,0.015466666666666696,0.09066666666666663
S0151,0.07366666666666663,0.014799999999999954,0.027600000000000024,0.020133333333333326,0.002,0.015625,-0.04480000000000001,0.05066666666666663,-0.06493333333333334
S0152,0.0016666666666666856,-0.011600000000000023,0.02493333333333328,0.0033333333333333145,0.1245333333333333,-0.0745,-0.015199999999999988,-0.042666666666666686,-0.07106666666666667
S0153,0.01,0.032,-0.010666666666666685,0.008666666666666685,-0.06733333333333331,-0.10275,0.015866666666666675,0.05813333333333333,0.05639999999999998
S0154,-0.0006666666666666856,0.035200000000000044,-0.029333333333333315,-0.07960000000000002,0.024799999999999954,-0.068375,0.04306666666666672,0.04266666666666663,0.0905333333333333
S0155,-0.008,0.089,-0.025866666666666673,0.018,-0.06253333333333336,0.035,0.011466666666666696,-0.026,-0.08226666666666665
S0156,-0.03566666666666669,0.05060000000000002,0.02466666666666663,0.0054666666666666405,-0.068,-0.046,-0.0017333333333333484,-0.017600000000000022,0.05160000000000002
S0157,0.040555555555555546,0.0018000000000000114,0.020533333333333303,0.014399999999999977,-0.06026666666666665,-0.03675,0.08106666666666672,0.0011999999999999886,-0.026399999999999976
S0158,-0.07588888888888891,-0.1122,-0.0017333333333333484,-0.02746666666666664,0.09866666666666662,0.111375,0.015600000000000024,-0.033600000000000026,0.0011999999999999886
S0159,0.08177777777777782,-0.019199999999999988,-0.09653333333333336,-0.016,0.08920000000000004,-0.062125,0.047600000000000024,-0.004800000000000012,-0.025600000000000022
S0160,0.029,-0.0038000000000000113,-0.015333333333333315,0.024133333333333326,0.0011999999999999886,0.061625,-0.053333333333333316,-0.036399999999999974,-0.12453333333333336
S0161,0.08433333333333337,-0.0748,-0.07813333333333333,-0.02346666666666664,0.054,-0.04325,0.0071999999999999885,-0.0029333333333333373,0.11293333333333327
S0162,-0.004333333333333314,-0.016600000000000024,-0.09053333333333335,0.005066666666666663,0.10533333333333338,0.064375,0.021600000000000022,-0.017066666666666664,-0.06493333333333334
S0163,-0.008666666666666685,0.06939999999999998,0.007066666666666663,0.011733333333333349,0.0414666666666667,-0.045375,-0.04973333333333335,-0.04426666666666665,-0.0056000000000000225
S0164,-0.058111111111111086,-0.05939999999999998,-0.014800000000000011,0.034,0.041333333333333375,0.090125,-0.07226666666666665,-0.11506666666666666,0.054133333333333325
S0165,0.08833333333333337,0.03339999999999998,-0.06173333333333335,0.035200000000000044,0.027200000000000047,-0.089625,-0.04186666666666668,-0.025066666666666664,0.08106666666666672
S0166,-0.017888888888888912,0.08779999999999996,-0.06360000000000002,0.0665333333333333,-0.013600000000000024,-0.019125,0.017200000000000045,-0.096,0.02373333333333335
S0167,-0.016888888888888915,-0.04080000000000001,-0.02,0.039866666666666675,0.09079999999999995,0.048375,-0.047866666666666675,-0.055600000000000024,-0.05680000000000001
